Annotation/Divergence,pvalue,FoldChange,log(pvalue),log2FC,sig,size
Pigm,0.3339084536011907,1.0468182202315561,0.4763725857198883,-0.06601094032104245,normal,0.10468182202315561
Tcn2,0.5550280964832714,1.066355826101973,0.25568503158220024,-0.09268892298925949,normal,0.1066355826101973
Mir5617,0.2297566064527637,1.233942276698987,0.63873199199961,-0.30327490739825524,normal,0.12339422766989869
Rn45s,0.15595048074354417,0.558048762091528,0.8070132821191065,0.8415369051733759,normal,0.055804876209152796
Krr1,0.39396308865371665,0.948112840970909,0.4045444663595783,0.07686932118459613,normal,0.0948112840970909
Anxa1,0.0006113546100064432,1.9920131548038527,3.2137068085858846,-0.9942271746688541,down,0.19920131548038528
Sfn,0.8414932616686163,1.0502481389578164,0.07494935732553577,-0.07073022936767442,normal,0.10502481389578164
Icam2,0.9448139457053948,0.9902648532569792,0.024653705045048716,0.014113659212426747,normal,0.09902648532569792
St8sia1,0.14429156801772727,1.159716537642959,0.8407590470795324,-0.21377221939488142,normal,0.1159716537642959
Dnajc14,0.7588242958890109,0.9900521148253723,0.11985877240434303,0.014423626441323157,normal,0.09900521148253723
Selenbp1,0.9946506615082741,1.0010162601626016,0.0023294241977473568,-0.001465409004498688,normal,0.10010162601626016
Pth2r,0.14607382879578618,0.589383294301327,0.8354275871300781,0.7627219261292056,normal,0.0589383294301327
Tk2,0.14704651780906142,0.8898211043109827,0.8325452555106396,0.1684127788823958,normal,0.08898211043109827
Pelo,0.2627644119345274,0.8927766008337319,0.5804334547402903,0.16362887944015342,normal,0.08927766008337319
H2afy3,0.39393102566861316,0.7898022892819977,0.40457981318412833,0.3404365453582845,normal,0.07898022892819977
9330136K24Rik,0.7495771341245441,0.931656027037176,0.12518367008585757,0.10213069331818354,normal,0.0931656027037176
Setdb2-phf11c,0.04694987620322123,1.2455804046858359,1.3283655485379933,-0.3168181534113003,down,0.12455804046858358
Rsu1,0.6841139717131088,0.9762916888069265,0.16487153985473188,0.034615845537093355,normal,0.09762916888069265
4933412E12Rik,0.4171667570996975,0.9354199481733652,0.3796903066294467,0.09631389980174672,normal,0.09354199481733652
Kif19a,0.09628195901465252,0.7571090047393365,1.0164550818723073,0.40142706776019066,normal,0.07571090047393365
Camkv,0.09091754805781299,0.9352431884487494,1.0413522852141228,0.09658654149110125,normal,0.09352431884487494
Azi2,0.13015745990085467,1.0464527326178585,0.8855309354999511,-0.06550714775426716,normal,0.10464527326178585
Map6d1,0.026957565864515018,0.9381518060639548,1.5693193250200554,0.09210670505154848,normal,0.09381518060639547
Rsad2,0.15909880116789613,0.7665094339622641,0.7983330928118032,0.3836245466473824,normal,0.07665094339622641
Eif3g,0.04788424133391605,0.834932757125541,1.3198073890438966,0.2602680827712018,up,0.0834932757125541
BC064078,0.15905764904646488,0.8022908366533864,0.798445440930748,0.3178027752442033,normal,0.08022908366533864
Nudcd3,0.9375822582401958,0.9970526238105563,0.027990619352097585,0.004258443717272168,normal,0.09970526238105562
Cln8,0.9975590857763035,1.0000954380606986,0.0010613714641228465,-0.00013768144696122718,normal,0.10000954380606986
E530001F21Rik,0.15712016659310254,0.7573889007016797,0.8037680690783399,0.4008938157563628,normal,0.07573889007016797
Rbm48,0.4863094779779614,1.0345854328905175,0.31308726612292664,-0.04905278344672479,normal,0.10345854328905175
Acvr2a,0.006880820400007675,1.25117348587066,2.1623597777594146,-0.32328184534085186,down,0.125117348587066
Sh3pxd2a,0.014258515410162717,1.1563835072031794,1.8459256906649768,-0.2096199377897041,normal,0.11563835072031795
Fam132a,0.11256268861959606,0.7495993283980767,0.9486055420950823,0.4158084344692356,normal,0.07495993283980767
Tsc22d3,0.19217863369401236,1.092016013607418,0.7162948985852766,-0.12699401246895167,normal,0.10920160136074179
Rmdn2,0.6680299087683158,1.051733102253033,0.1752040930300504,-0.07276863912729833,normal,0.1051733102253033
Nek11,0.012983048823723593,1.3986697965571204,1.8866233097052307,-0.4840554056061196,down,0.13986697965571204
Wwp2,0.500610502764089,1.0226797830629446,0.30050004317238105,-0.03235448554718266,normal,0.10226797830629446
Gm21949,0.9714546017049761,0.9966474145151218,0.012577490164251942,0.0048448844434165516,normal,0.09966474145151219
4930503E24Rik,0.4482961587646266,0.9390800154619251,0.34843498237996645,0.09068000517448943,normal,0.09390800154619251
Tgoln1,0.025384796275610924,1.1145620675575763,1.595426317653626,-0.15647695940986583,normal,0.11145620675575763
Cebpg,0.07711645166179705,1.0852384211727129,1.1128529617187406,-0.11801203000307599,normal,0.10852384211727129
Gna14,0.9125986911662374,1.019325657894737,0.03972015842078557,-0.02761504264313687,normal,0.1019325657894737
Nodal,0.3195390754780779,0.7777777777777779,0.4954760256844755,0.36257007938470803,normal,0.07777777777777779
Tnni3,0.7515848253830388,0.9044665012406948,0.12402199695754168,0.14486102420103023,normal,0.09044665012406948
Spsb4,0.7489372761350453,0.9693566806242864,0.1255545531538174,0.044900483236098035,normal,0.09693566806242863
Trp53inp1,0.00035766323581383735,1.338905775075988,3.4465256986649835,-0.4210544351851724,down,0.1338905775075988
Sema3f,0.6297924584911441,0.8211775043936732,0.20080254416833976,0.2842339885614237,normal,0.08211775043936732
4833418N02Rik,0.9303513744129879,0.9785539215686275,0.03135299644811549,0.03127674456026286,normal,0.09785539215686276
Mzt1,0.1478646101811854,1.0838693047918306,0.8301357573226165,-0.11619080401990936,normal,0.10838693047918306
Cep95,0.05587305663820547,0.8402339265212401,1.2527975691124684,0.2511370555092732,normal,0.08402339265212401
Thoc7,0.5780630328839791,0.9676046172245022,0.2380248028577767,0.047510441287797626,normal,0.09676046172245022
Zmym6,0.29164733204653415,1.071374222575096,0.5351419920876187,-0.0994624901281344,normal,0.10713742225750959
Pik3c2b,0.5890924492074094,0.9026644634927193,0.2298165438716663,0.14773828305493072,normal,0.09026644634927193
Plcg2,0.6986486442427624,1.0313977681104596,0.1557411793758239,-0.04460082873833129,normal,0.10313977681104596
Zbtb24,0.24677806109791273,1.0535545023696684,0.6076934522872015,-0.07526494943244276,normal,0.10535545023696684
Umps,0.6978569086107584,0.9840492466755092,0.15623361773705036,0.023197577944073518,normal,0.09840492466755092
Prnd,0.5829007498521186,1.2293762575452716,0.23440538599737115,-0.2979265282564433,normal,0.12293762575452716
Vwce,0.22348510619977557,1.1998041136141036,0.650751414414737,-0.2627988830121311,normal,0.11998041136141036
Cpxm2,0.3001872311085079,1.3251454427925018,0.5226077850343053,-0.4061507129437729,normal,0.1325145442792502
Gstt1,0.9448013829761641,1.0102396759311356,0.024659479684891853,-0.014697608082561363,normal,0.10102396759311356
Alad,0.5117356925536465,0.9585490093776172,0.29095429078927354,0.061075897966840154,normal,0.09585490093776172
Nhej1,0.7672301723286769,0.9517837574576888,0.11507432630378024,0.07129426030405431,normal,0.09517837574576889
Spats2l,0.7298677296273814,1.022364985570977,0.13675583782174655,-0.03191033215641239,normal,0.10223649855709771
Eda2r,0.22707496504657165,1.3076923076923075,0.643830743990102,-0.387023123109247,normal,0.13076923076923075
Hdac10,0.06418456018235012,0.9405314550984473,1.1925694304054326,0.08845190089361105,normal,0.09405314550984473
Fabp7,0.1558301287240831,0.8249262889473266,0.8073485705812288,0.27766288137268363,normal,0.08249262889473266
Msi1,0.4895215337886597,0.9392983140390377,0.31022819906024784,0.0903446752027738,normal,0.09392983140390378
Dync1i2,0.7319031869091159,1.0130462536540195,0.13554636179928375,-0.018700046196185163,normal,0.10130462536540194
Nsmce1,0.7638783437345337,1.0152066447516999,0.11697580222511507,-0.021773417080223182,normal,0.10152066447516998
Neurod2,0.9982119438182497,1.00033488566794,0.0007772380129478992,-0.00048305701248034066,normal,0.10003348856679399
Ptp4a1,0.651949048561722,0.9792367182246134,0.18578634413486347,0.030270439422784748,normal,0.09792367182246134
Cldn11,0.49686634718059175,0.9594264048291976,0.3037604170775787,0.05975594970700747,normal,0.09594264048291976
Lrrc4,0.6269540781130982,1.033358927770471,0.20276426834385708,-0.047341448175369415,normal,0.10333589277704709
Nudt21,0.36356171805217874,1.1489025738196745,0.43942185293626174,-0.20025646358317398,normal,0.11489025738196745
Gm16386,0.0969473962541584,1.2484703378558124,1.0134638504082378,-0.32016154498524607,normal,0.12484703378558124
Plpp5,0.5113987117974828,0.9585045125311423,0.2912403702869017,0.061142870932406744,normal,0.09585045125311423
Krtcap2,0.0294803923368241,0.837493171586264,1.5304667410102744,0.2558506672460613,up,0.08374931715862641
Kdm4c,0.24704851402444772,1.051507996397361,0.607217754010644,-0.0724598213668415,normal,0.1051507996397361
Map3k6,0.05356341109078531,1.4509283819628649,1.2711317735059287,-0.5369763095238924,normal,0.1450928381962865
Ccdc90b,0.2006806044174927,0.9075228103389339,0.6974945996176439,0.13999418957590393,normal,0.09075228103389339
Glud1,0.21154568597014542,0.9424513944924711,0.6745958267659843,0.08550987940567079,normal,0.0942451394492471
Pnrc2,0.559158700519196,0.9743531435690063,0.25246491308316216,0.03748333886605004,normal,0.09743531435690063
Spata5,0.6161947249883799,1.0423022689398795,0.210282023835119,-0.05977372163016579,normal,0.10423022689398795
Tlr12,0.30522561772467216,1.2154566744730677,0.515379018654375,-0.2814984687373902,normal,0.12154566744730677
1110038F14Rik,0.01083899816874098,0.7830407903775044,1.9650108570867737,0.3528406321442905,up,0.07830407903775044
Atg7,0.9173172018786723,1.0057790257280919,0.03748046236186916,-0.008313373230490377,normal,0.10057790257280919
Efcc1,0.9347742314258365,0.9927750597337583,0.029293268149531985,0.010461222016168887,normal,0.09927750597337584
Agmo,0.4462454926426276,1.0701839695275144,0.35042615750231815,-0.09785882383291702,normal,0.10701839695275144
Cab39,0.5794363780459225,1.0187599493120598,0.2369942424966714,-0.026814148917288987,normal,0.10187599493120598
Nck1,0.32402207773007696,1.0520792848814615,0.48942539747954983,-0.07324343048116401,normal,0.10520792848814615
Epha2,0.4106824656544118,1.1593918587542915,0.3864938392259568,-0.21336826016093619,normal,0.11593918587542915
Il33,0.04789319952768134,1.1011809434527298,1.319726148741453,-0.13905154862390798,normal,0.11011809434527298
Apoc1,0.8304365014914655,1.0574180825242718,0.08069356984252625,-0.08054590304866242,normal,0.10574180825242718
Col7a1,0.07961518816397828,0.8060747663551402,1.0990040741392828,0.3110144347356155,normal,0.08060747663551401
Rbbp8,0.300578599009978,1.105413732394366,0.5220419441175105,-0.14458644016714717,normal,0.11054137323943661
Ankub1,0.38163584464160605,0.8211570945945946,0.4183508415178079,0.2842698461947414,normal,0.08211570945945947
Slc17a7,0.9981204548278741,0.999754295485738,0.0008170441732143763,0.00035452023964520086,normal,0.0999754295485738
Tcerg1,0.01485614424521974,1.0678331304989728,1.8280938924805237,-0.09468621574185235,normal,0.10678331304989727
Ifitm7,0.1263947868098044,1.4745685740236152,0.8982708382880114,-0.5602929157217195,normal,0.14745685740236153
Pcp4,0.17993313920790152,0.5031277757640695,0.7448888430485309,0.9910032573789345,normal,0.05031277757640695
Fbxl8,0.2711543385678764,0.8581142339075248,0.5667834423035255,0.22075837988767757,normal,0.08581142339075248
Heatr1,0.018989316687014098,1.1311629995509653,1.7214906626667963,-0.1778068353400751,normal,0.11311629995509653
Kcnj10,0.07944204767030547,0.8916304359912379,1.0999495701464457,0.16548223075248417,normal,0.08916304359912379
Glis1,0.17561428720560127,1.3234403391883707,0.7554401547047012,-0.4042931594747027,normal,0.13234403391883706
Bcl9,0.9896554662038664,1.000857209275295,0.004515972239867155,-0.0012361618214452147,normal,0.1000857209275295
Fermt2,0.8243076358241179,0.9911607244560884,0.08391067712958411,0.012809074231957164,normal,0.09911607244560884
Rad54b,0.296109316350258,0.8418688230008984,0.5285479283896318,0.2483326396827728,normal,0.08418688230008983
Fam63a,0.006314537276892886,0.8551795385530475,2.1996584686169474,0.22570076004831746,normal,0.08551795385530475
Tmem38b,0.5589150418988659,1.0546413003075052,0.2526542022005756,-0.07675239963253014,normal,0.10546413003075053
Pfkfb3,0.40869602893309287,0.970745544704532,0.388599582060424,0.042834914074678106,normal,0.0970745544704532
Nono,0.23671913466866157,0.9405310787465536,0.6257666354163326,0.08845247818543503,normal,0.09405310787465536
Hpcal4,0.3308027268846194,0.974208876801213,0.4804309191132579,0.037696966093374445,normal,0.0974208876801213
Ctps2,0.2781816688492995,1.043437862950058,0.55567149181304,-0.061344690116394776,normal,0.1043437862950058
Kpna3,0.25145335783985623,1.0545506419400856,0.5995425605537568,-0.07662837831938919,normal,0.10545506419400856
Adra1d,0.41166890353257335,1.1297715224889466,0.38545193731212185,-0.17603104104725179,normal,0.11297715224889467
Cables1,0.12557896078863595,1.1177306916162173,0.9010831152068653,-0.1605726240732351,normal,0.11177306916162173
Pcdhac2,0.33132746588419504,1.043352338402795,0.4797425611372779,-0.061226435928503915,normal,0.1043352338402795
Rab32,0.5907523768629703,1.082618181818182,0.22859452232970995,-0.11452452242684055,normal,0.1082618181818182
Pik3ca,0.9853646876307203,0.9994507063915805,0.006403005529664831,0.0007926808920689088,normal,0.09994507063915806
Aldh1a2,0.004527248162448869,3.1367562380038385,2.3441656988716066,-1.6492734195585548,down,0.31367562380038383
Ticam2,0.855086980451863,0.9617437722419929,0.06798970608007635,0.0562755124862758,normal,0.09617437722419929
Dusp6,0.10567811460874423,0.8321307090254616,0.9760149435230028,0.26511793376649073,normal,0.08321307090254616
Slc50a1,0.2534077284786864,0.9188351074512955,0.5961801440521675,0.12212211368496885,normal,0.09188351074512954
Vps13b,0.032953335447982526,1.1276916451335057,1.4821006207257832,-0.1733726325837847,normal,0.11276916451335058
Chrac1,0.06222622342009745,0.8377932755509012,1.2060265560391894,0.25533379025836256,normal,0.08377932755509013
Gm4890,0.13980502221677849,0.7465635738831616,0.854477227146438,0.4216629760938834,normal,0.07465635738831616
Focad,0.23829522282732132,1.0550042663464274,0.6228846639923159,-0.07724883307880007,normal,0.10550042663464274
Adsl,0.4994690911982491,0.9653301285553005,0.3014913821875086,0.05090568786328007,normal,0.09653301285553005
Trmt12,0.4435056544532404,0.9395149508132854,0.35310083878110254,0.09001197497426977,normal,0.09395149508132854
Zyx,0.2763135370299404,0.9268371459465533,0.558597837800137,0.1096122289334764,normal,0.09268371459465533
Gprc5b,0.34032237204230553,0.9651110261667302,0.46810950040416355,0.05123317562950544,normal,0.09651110261667302
Lzts3,0.024762648130551235,0.7648046081197644,1.6062029134891933,0.3868368789804377,up,0.07648046081197643
Arid3c,0.0468125774292809,0.6052009456264774,1.3296374466209364,0.7245138531199501,up,0.060520094562647744
Clk2-scamp3,0.03778170156179087,0.8993697005494719,1.4227184867991622,0.15301381395286628,normal,0.08993697005494719
Cetn4,0.9776377252941845,0.9952907452907451,0.00982204812957341,0.006810066198821883,normal,0.09952907452907452
Egr1,0.10933870412724428,0.7991121867494799,0.9612260776341646,0.32353003866088303,normal,0.07991121867494799
Il7r,0.28719664136594947,1.1348470806302131,0.5418206432764082,-0.18249790907596117,normal,0.11348470806302131
Wdr35,0.012620212060999223,1.1274332497131632,1.8989333474573347,-0.17304202047977227,normal,0.11274332497131631
Mcur1,0.2731824941884106,1.0449791392810197,0.5635471341301937,-0.06347414234805551,normal,0.10449791392810197
Hpgds,0.01954701919575551,0.8672027084214982,1.7089194605461373,0.20555883240664535,normal,0.08672027084214981
Cyth3,0.4398507758386321,1.0582346756867944,0.3566946376544595,-0.08165959711771638,normal,0.10582346756867944
Tc2n,0.8067243893705859,1.1361702127659572,0.09327481300999671,-0.1841789851225539,normal,0.11361702127659572
Smim8,0.024779425845546297,0.7742810742295809,1.605908760712167,0.3690707161320031,up,0.0774281074229581
Gba2,0.6353206360587312,0.9830218960290568,0.1970070379735958,0.024704543081710308,normal,0.09830218960290568
Zfp768,0.03133473004741149,0.8592297476759628,1.5039740424487582,0.2188841526794206,normal,0.08592297476759628
Crnkl1,0.02048406417696505,1.140260725617327,1.6885838721825877,-0.18936374066017303,normal,0.1140260725617327
Sdc1,0.008365593092312685,2.162330905306972,2.0775032635972495,-1.1125873181304613,down,0.2162330905306972
Ints1,0.6054545567314684,0.9757933464203534,0.21791844789895115,0.035352448802236015,normal,0.09757933464203535
Ccng2,0.4715266575268844,0.9694614555146386,0.3264937496083818,0.04474455503215726,normal,0.09694614555146386
Ciapin1,0.06363728379497166,1.0769476181930568,1.1962883654495615,-0.10694808014123515,normal,0.10769476181930568
Scamp5,0.9354656262221219,1.0044288103095096,0.02897216606490443,-0.006375315536613833,normal,0.10044288103095096
1600002K03Rik,0.6096921451501687,0.922382005899705,0.21488940009028654,0.1165637261436412,normal,0.0922382005899705
Shmt1,0.03281405368318239,1.3678588016720856,1.48394011574343,-0.4519193145505895,down,0.13678588016720855
AI987944,0.016041454682546145,1.1054755818646578,1.7947562512665083,-0.14466715874814468,normal,0.11054755818646578
Trappc2,0.1717165927798196,0.8345339987805153,0.7651877374276526,0.26095726893892496,normal,0.08345339987805153
S100a6,0.07221497813359647,0.8271722173234756,1.141372715918871,0.2737403649922076,normal,0.08271722173234755
Npm1,0.7266729595676027,0.9772041190576952,0.1386610001604915,0.033268150099645295,normal,0.09772041190576952
Olfr1344,0.5440590706147359,0.9042089985486211,0.2643539446965033,0.14527181968028957,normal,0.09042089985486211
Wtap,0.9914849612910124,1.0006142141031484,0.003713868728330981,-0.000885851617219087,normal,0.10006142141031485
Zfpm1,0.05901500534049496,0.805811186927635,1.2290375492388241,0.3114862605934649,normal,0.08058111869276349
Lpar1,0.6384825273158912,1.042869658327655,0.19485098312119545,-0.06055885581070541,normal,0.1042869658327655
Hhatl,0.41911705932177235,0.9244774833010129,0.3776646617179831,0.11328991330609448,normal,0.09244774833010129
Msh5,0.5124880438312639,1.091945657447841,0.29031626209401473,-0.12690105984629532,normal,0.1091945657447841
Pim3,0.5811110372116763,0.9582696775003662,0.23574087580093572,0.061496376669060375,normal,0.09582696775003662
Mfsd7b,0.0036655183133878066,1.2839102982799913,2.4358646063629417,-0.36054441060097153,down,0.12839102982799913
Fam98a,0.2555730199189999,1.0278197337454777,0.5924849952662122,-0.03958725671419258,normal,0.10278197337454778
Raph1,0.13549649323692328,1.0781758957654723,0.868071944550175,-0.10859256143703835,normal,0.10781758957654723
C530044C16Rik,0.16538084636816028,1.5459297983569829,0.7815147898154671,-0.628474807062377,normal,0.15459297983569828
Asnsd1,0.08327430258240821,0.9177362277504885,1.0794889958133693,0.12384853558177944,normal,0.09177362277504884
Nlrp1b,0.46435502864376743,1.2747524752475246,0.3331498469816432,-0.3502171393187858,normal,0.12747524752475245
Lrat,0.35310394956363844,0.841855561412757,0.45209742470792763,0.24835536600024308,normal,0.0841855561412757
Flywch1,0.05628509884143796,0.9174056326773586,1.2496065669160963,0.12436832959660832,normal,0.09174056326773586
Gp1bb,0.006618200515600783,0.704221122458696,2.1792600788957577,0.5058995947391458,up,0.0704221122458696
Zbtb41,0.00030850765694747707,1.2722934066504121,3.510734052607172,-0.3474314123731084,down,0.1272293406650412
Tmsb15b1,0.9427558846657073,1.0124681470695305,0.025600748055337973,-0.017876520552628786,normal,0.10124681470695304
Dctn3,0.11081366332111887,0.8588164356810793,0.955406687810421,0.2195782937131574,normal,0.08588164356810793
Nup37,0.019040039848378435,0.7640778475992923,1.720332147027555,0.3882084610452981,up,0.07640778475992924
Tmem8c,0.18302319373526282,0.6811484699659992,0.7374938705265965,0.553958798063057,normal,0.06811484699659992
Yipf3,0.08775062865367032,0.8738236111662628,1.0567497635249068,0.19458600621182,normal,0.08738236111662628
Dusp18,0.4780365900027014,1.0553532037141538,0.32053886023288064,-0.077725918332582,normal,0.10553532037141537
Mylpf,0.40841764988676066,0.781731909845789,0.388895498018046,0.35525416593403025,normal,0.0781731909845789
Cdh24,0.5203175256292478,1.0797687463436458,0.28373154570517617,-0.11072236403022223,normal,0.10797687463436459
Vav1,0.29086555362400707,0.8980664539140228,0.5363077079616301,0.15510589136304462,normal,0.08980664539140229
Strn3,0.3391827284040997,1.0334790184820177,0.4695662706540292,-0.04750909970752225,normal,0.10334790184820178
Hexim1,0.8285118876230977,0.9841037534055346,0.08170125587219272,0.023117668923667522,normal,0.09841037534055345
Cplx3,0.25930821547266825,0.720825362120798,0.5861837235780248,0.4722783218571775,normal,0.0720825362120798
Mfap1a,0.6404209569156436,0.9682610889923176,0.19353446481659894,0.046531976100700125,normal,0.09682610889923175
Igsf1,0.11629454473034821,1.248833108598693,0.934440657146655,-0.32058069112958654,normal,0.1248833108598693
Mcu,0.70270608023832,1.0115237042335956,0.15322628866780907,-0.01653012867479443,normal,0.10115237042335956
Dact1,0.07888969099918769,1.2161361141602633,1.102979745012149,-0.2823047092373565,normal,0.12161361141602633
Tysnd1,0.0337820515873867,0.787431789664128,1.4713139792165912,0.3447731377053617,up,0.0787431789664128
Scn5a,0.9856426090832471,1.0090415913200723,0.0062805303320985,-0.012985641594480518,normal,0.10090415913200723
Adam19,0.2152438338154044,0.9328549461814456,0.6670692811207743,0.10027532752296746,normal,0.09328549461814456
Gprin3,0.2191689305264295,1.3230546357615893,0.6592210115804145,-0.40387263917878063,normal,0.13230546357615894
Nucb1,0.30888449289679665,0.9470396808733992,0.5102038942832059,0.07850321914098392,normal,0.09470396808733991
Fen1,0.574134473171244,1.0425457975475352,0.24098637569192882,-0.060110760594131396,normal,0.10425457975475352
Ccdc136,0.6188978496446271,0.959473089237726,0.20838102625708899,0.059685751799412746,normal,0.0959473089237726
BC048507,0.6113071488931051,1.0655158352589371,0.2137405253509474,-0.0915520340213945,normal,0.10655158352589371
Lima1,0.17459252392826569,1.1022083040872523,0.7579743567714231,-0.14039690165374039,normal,0.11022083040872524
Acp5,0.7451403383363517,0.9173684210526314,0.1277619253385729,0.12442684909262544,normal,0.09173684210526314
Aff1,0.02550847964926159,1.1747947851279577,1.593315425342103,-0.23240876671791752,normal,0.11747947851279576
Gtf2e2,0.8703857523153429,1.0125644420655266,0.060288226723871616,-0.01801372754281372,normal,0.10125644420655266
Adat2,0.7680008007443332,0.9844477744927301,0.11463832715772755,0.022613422512560617,normal,0.09844477744927302
Ipo11,0.0041088784292775725,1.1099162568124419,2.386276708160122,-0.15045082933298204,normal,0.11099162568124418
Itgae,0.42961590709259934,0.7540983606557375,0.3669196466878261,0.40717538150587373,normal,0.07540983606557375
Inpp5d,0.44833692383627644,0.9257540603248258,0.34839549232315803,0.1112991228667527,normal,0.09257540603248257
Gpr88,0.29706912597717144,0.06821791013173217,0.5271424815335439,3.8737056313752816,normal,0.0068217910131732175
Pdcd10,0.9294758908025104,1.007051424578344,0.0317618706873769,-0.01013735572790233,normal,0.10070514245783439
B330016D10Rik,0.10635804291166213,0.7441100601891661,0.9732296626951683,0.4264120709386891,normal,0.07441100601891662
Ddhd2,0.28118542048183237,1.0282611526863625,0.551007201320915,-0.04020671962633347,normal,0.10282611526863625
Tbcc,0.13341915092595258,0.871177681006843,0.8747818275070517,0.19896110124715066,normal,0.0871177681006843
D430019H16Rik,0.2849714555618836,0.9661053941093664,0.5451986393346671,0.04974751114221834,normal,0.09661053941093664
Lca5,0.6376328932405407,0.9359984806760991,0.1954292873076987,0.09542190687658449,normal,0.09359984806760992
Fam179a,0.3794150090649724,0.7329902801600914,0.4208854930963642,0.4481340273029118,normal,0.07329902801600914
Sncaip,0.3155403877458805,0.8658227848101266,0.5009450451279519,0.2078563281785673,normal,0.08658227848101266
Zfp84,0.009556981522533325,1.1941621309185495,2.0196792536553194,-0.2559987240338913,down,0.11941621309185495
Slc9a4,0.16987729072668115,1.2763107862605099,0.7698646739342127,-0.3519796733054113,normal,0.127631078626051
Fgd2,0.840129872897549,0.985441229010361,0.07565357260127704,0.021158262323436722,normal,0.0985441229010361
Rps24,0.010414048195316456,0.716883950283707,1.9823804167782872,0.4801885016238525,up,0.0716883950283707
Uggt1,0.8182242169467139,0.989310954063604,0.08712767085245192,0.015504043695018985,normal,0.0989310954063604
Efcab2,0.2611883736524403,1.059846253322796,0.5830461588325215,-0.08385499530131547,normal,0.10598462533227959
Wbp11,0.8085364052404507,1.0224629106526606,0.09230042073087624,-0.03204851105165568,normal,0.10224629106526606
Gm10863,0.5878491603255723,1.1622828784119106,0.23073409780513082,-0.21696123708588527,normal,0.11622828784119106
Astn2,0.9075109363200128,0.9939624834533304,0.042148132622631805,0.008736695773116865,normal,0.09939624834533303
Inpp4a,0.15787184801533766,1.0483857917307224,0.8016953072408001,-0.06816970675824426,normal,0.10483857917307224
Gpatch1,0.15803157326940082,0.9405072341857335,0.8012561362936207,0.08848905418647952,normal,0.09405072341857335
Rasgrp3,0.2816819081420766,0.8841628959276018,0.550241045972636,0.17761590231040872,normal,0.08841628959276018
Rgs22,0.22613059428636495,1.2971867007672635,0.6456406759081587,-0.3753861379446927,normal,0.12971867007672636
Grb10,0.540209514420557,1.0748263546528187,0.2674377710853352,-0.1041036016598251,normal,0.10748263546528188
Ptcd2,0.029483980268351296,0.8843734502649233,1.5304138881163392,0.17727238016523977,normal,0.08843734502649234
Mmp24,0.8352198023679208,0.9881098094072392,0.07819921745823345,0.017256716352521007,normal,0.09881098094072392
Man1a,0.03625197451091094,1.2360814830393894,1.4406683340353406,-0.3057738494737711,down,0.12360814830393893
Taf15,0.0674340976266998,0.8980932853291141,1.1711204496575491,0.15506278879410335,normal,0.08980932853291142
Phtf1os,0.7540643796785365,1.0327769347496207,0.12259157383109703,-0.046528686069594496,normal,0.10327769347496207
Pabpn1,0.03788845233624099,0.8742968244735589,1.4214931343807995,0.1938049358753881,normal,0.0874296824473559
Dapp1,0.14582555441282133,0.8695213258181207,0.8361663637546499,0.20170668348574464,normal,0.08695213258181207
Arhgap20,0.1102390038902171,1.1586866078473568,0.957664719664829,-0.2124904106557799,normal,0.11586866078473568
Lyrm1,0.016061675931940946,0.7461744059682205,1.7942091408743015,0.4224152188066131,up,0.07461744059682204
Nbeal2,0.8494329168735069,0.9827601449916011,0.0708709134188818,0.025088743280955658,normal,0.09827601449916011
Phlpp2,0.07164297212425351,1.0908573830897446,1.1448264056484057,-0.12546249839985868,normal,0.10908573830897446
Churc1,0.5946073650389023,0.9456542127790187,0.22576971575680477,0.08061534970027567,normal,0.09456542127790188
Gtf2ird1,0.3190513365754574,0.8572970639032815,0.496139431683715,0.22213289246476833,normal,0.08572970639032815
Cenpw,0.5136788131194843,0.8894655901576318,0.28930834654946197,0.16898930037769516,normal,0.08894655901576318
Npc1l1,0.5728682691909286,0.9260369815092455,0.24194523237933838,0.1108582858784752,normal,0.09260369815092455
Snrpa,0.08171024091216288,0.912613082996793,1.087723509037735,0.13192475883412688,normal,0.0912613082996793
Atp5c1,0.6555776181674078,0.9718794663234535,0.1833758819354563,0.04115069476021554,normal,0.09718794663234534
Pla2g4a,0.1342757573847769,1.1995334370139972,0.872002389299872,-0.2624733733395029,normal,0.11995334370139972
Sprn,0.8170982465960726,0.9760526807647123,0.08772572144888964,0.034969078014244155,normal,0.09760526807647123
Pkmyt1,0.5543844154160791,0.9060044011317194,0.25618898689901354,0.14241003636476607,normal,0.09060044011317195
Csf2ra,0.006679873176638591,0.8089604255514284,2.175231782915007,0.3058589673337125,up,0.08089604255514285
Dcaf10,0.017179752897157428,1.1474522085209107,1.764983087080607,-0.19843406652299178,normal,0.11474522085209107
Tbxa2r,0.6596807500711973,0.9081508515815085,0.18066618874027188,0.13899613354714158,normal,0.09081508515815086
Gm5105,0.6180087618156311,1.2953271028037388,0.20900536766004213,-0.3733164608487049,normal,0.1295327102803739
Polr3h,0.2147421291528287,0.9006853696426942,0.6680827452063253,0.15090486779263118,normal,0.09006853696426942
Cpn1,0.8727733226415246,0.9399624765478426,0.05909853694611596,0.08932492956396715,normal,0.09399624765478426
Xpnpep3,0.05023414366988349,1.0875581680137154,1.2990009966614264,-0.12109256552292086,normal,0.10875581680137154
Zswim4,0.4331147424689996,0.9344498539435251,0.36339703339329615,0.09781084922417914,normal,0.0934449853943525
