"gene_name","module"
"1897","E9Q9E0","lightgreen"
"1898","E9Q0I8","purple"
"1899","Q8CD54","turquoise"
"1900","P41105","brown"
"1901","F6RN94","turquoise"
"1902","O08599","yellow"
"1903","Q9DCJ5","turquoise"
"1904","Q8CCN5","yellow"
"1905","F6UK66","purple"
"1906","A2AUE1","brown"
"1907","E9PUL5","tan"
"1908","P28658","brown"
"1909","Q9DCB4","brown"
"1910","Q5U458","green"
"1911","Q99MD8","yellow"
"1912","D3Z1B6","purple"
"1913","A0A286","brown"
"1914","Q9ER00","purple"
"1915","A0A0N4SV74","green"
"1916","F6QA74","turquoise"
"1917","E9Q3T7","purple"
"1918","Q9CY64","brown"
"1919","F6V035","purple"
"1920","Q8K310","green"
"1921","F6QK86","cyan"
"1922","Q8C115","yellow"
"1923","A0A1Y7VLV0","magenta"
"1924","D3YUW2","yellow"
"1925","P27046","turquoise"
"1926","P06837","yellow"
"1927","P03911","turquoise"
"1928","P56379","blue"
"1929","P04264","grey60"
"1930","E9Q7F8","green"
"1931","F8WI64","magenta"
"1932","F6X7Q6","purple"
"1933","Q5DTT2","green"
"1934","A0A0N4SW58","brown"
"1935","P62141","lightgreen"
"1936","G3UZJ8","blue"
"1937","D3Z4A2","turquoise"
"1938","Q5I012","yellow"
"1939","Q811P8","turquoise"
"1940","Q8R404","yellow"
"1941","A0A0G2JDP9","brown"
"1942","Q6V5K9","brown"
"1943","A0A0R4J239","green"
"1944","O35136","greenyellow"
"1945","A0A0A0MQP0","yellow"
"1946","Q8VGY4","green"
"1947","P02089","tan"
"1948","E9Q9F6","yellow"
"1949","P62897","yellow"
"1950","E9Q9C5","brown"
"1951","P35527","grey60"
"1952","P07724","tan"
"1953","Q9Z0P5","yellow"
"1954","Q91VL9","turquoise"
"1955","Q80XH4","purple"
"1956","Q8K0E8","grey60"
"1957","A0A0R4J0X5","tan"
"1958","P02088","tan"
"1959","P52825","purple"
"1960","Q91VB8","tan"
"1961","Q8C7E9","purple"
