FQ,lab1,lab2,non1,non2
Q8BLF1,76369,72879.92219,79167.40305,75081.48352
Q9CQZ5,44998,49099.52837,46809.04963,48187.31196
Q68FL6,4604.9,4639.159954,5077.680166,4489.785889
E9PZQ9,25795,24306.05059,26673.19673,25242.92006
D3YZ62,151640,159305.8601,156247.3385,159600.6785
E9Q6Z0,22518,26730.44334,24060.60467,25153.31052
Q03137,72065,68166.53313,75899.38265,69799.74071
J3QNM7,17779,17897.81666,18715.54102,17943.65764
Q501J6,29810,28903.158,29632.39701,30526.40287
P50518,133620,121547.7748,136102.3643,129394.4339
O55125,43266,43849.33224,43797.72782,45065.76803
Q7TSJ2,118590,102291.2151,117754.2802,113290.8168
Q8BLQ9,141720,134314.8628,145979.3957,139851.7801
Q8K183,53355,47277.25156,54416.18801,50856.45822
D3YX34,151390,136833.2366,152364.284,147438.1411
A0A494B9U7,17166,18042.7705,17645.74646,18145.4966
Q64520,15967,14293.72268,16329.67764,15317.14116
P35436,24184,26118.77001,24954.48903,26005.90614
P62812,41949,42605.27788,46081.95419,41466.59655
F7B6X4,21152,21636.35134,23048.14381,21138.28119
Q3V3R1,4120.3,3426.167129,4245.820431,3760.294644
A0A494B9D8,16659,13596.51065,16992.92421,15152.712
P62746,116740,105516.8362,119371.3509,112768.8195
A0A1Y7VL44,38642,43145.27074,40396.7975,42188.69283
A0A0G2JGE8,188800,178659.5867,193944.2404,187214.3363
A0A494,5071.1,5578.492678,5277.696566,5500.546686
Q99J08,41682,37348.71015,41589.07767,40799.30999
E9QAN4,17042,16473.76468,18163.05272,16710.00399
Q8R164,29139,32692.66546,30126.24857,32187.22432
P68404,211420,197917.7394,208447.0582,214358.1966
P97447,9968.9,9098.322286,10473.43201,9522.970981
F7C386,4060,3518.077419,4225.232423,3781.435535
Q9ERT9,26070,26497.88004,26834.77349,27062.95069
A0A0U1RQ95,26642,22905.8921,27107.10853,25111.55074
Q9D7P6,40911,37058.80248,41572.13817,39849.27488
P08226,107970,84834.63152,115677.2369,92645.82311
P85094,17827,19849.11832,18629.54048,19481.80972
P52760,45852,44821.00082,47753.7525,46094.10273
D3Z5P0,25855,24003.39972,26688.83319,25322.95965
P43023,10162,9388.229961,11187.23647,9460.331303
Q9DBP5,108760,96219.0829,110444.2346,104651.7613
Q4ACU6,16738,16405.27001,16380.49614,17575.64953
P10649,152170,155459.0083,156859.7666,158669.7833
E9Q919,31221,37348.71015,33073.72151,35577.59687
Q91Z61,47807,42087.5856,49701.79496,45127.53771
Q9CQM8,37581,39996.10881,41544.77436,38409.43229
Q61425,21184,19791.77394,20449.88517,21810.78773
Q8BUN9,16589,18993.73139,17435.95727,18447.38504
P60202,273530,245099.417,248359.1254,285210.6319
D3Z0P6,10786,10044.1859,11000.12015,10694.85495
Q9CXY6,9085.8,8568.364685,9717.669723,8779.994805
D3Z6P1,24843,23269.07314,23734.84506,25795.36722
Q61644,554140,477965.3673,571330.2314,520509.6207
F8SLP9,15393,14496.02089,17064.59132,14473.2455
Q8BKX6,14690,17776.75631,16502.98176,16281.09619
E0CX61,17362,13665.64248,18357.20545,15139.66207
P54728,10068,9436.01694,10430.95296,9925.778907
D3Z7G3,9570,14455.08338,10662.7635,12573.17528
Q6ZWQ9,35893,35672.98008,38126.90455,36137.00399
Q3TET1,4058.5,2824.688349,3762.00226,3651.023206
Q9DD18,10649,8492.064808,10562.55984,9835.299373
Q9CQD4,22097,21736.704,23375.20645,22170.96588
Q8R191,38155,33960.61332,40418.94916,35876.00533
A2AI78,72117,65637.00902,73083.5166,71013.38446
A0A0U1RPN1,40801,42868.10626,42279.68804,43368.40676
F6SFF5,50786,46181.33683,53332.06003,48825.88867
Q810U3,335220,323326.7022,342920.6245,340794.6458
P51881,100450,90674.20039,103644.98,97430.79848
B1ATI9,98218,85733.02673,102111.3038,92819.82221
B2RUJ5,16319,20005.22245,16018.25146,19895.05759
P55264,66495,59951.95138,67991.2424,64919.93583
Q6PHN9,48208,52299.66309,46587.5331,54760.99812
E9Q3E8,39384,35086.79313,40117.94728,38292.85289
P14211,83377,75691.38947,87324.42364,80413.68607
A2AJA9,9086.6,8251.377722,9796.503548,8580.504832
Q8R5J9,22995,23426.77017,23743.96633,24122.36583
Q06890,39389,36220.93744,39603.2471,39432.54702
O70172,22368,22886.7773,22601.20162,23869.19713
Q62095,42842,40786.18686,42613.26588,44150.53274
P62242,19496,19474.78698,19722.78972,20484.91455
Q641P0,82724,83520.48959,87523.78852,84973.3326
Q3UVX5,11943,12897.86501,12778.89791,12736.73444
Q8VEM8,123080,113831.7706,128549.9536,120650.979
D3YXK2,13555,16480.13627,13611.53947,16282.83618
Q3TYX3,21298,20561.14431,21803.7421,21759.45799
Q3TQZ7,19621,18119.22967,20072.00402,19523.5695
Q3UNH4,160690,147773.2691,173864.4181,153171.4116
Q9Z0F7,22768,21446.79633,25332.37018,21581.97891
A0A286YCW7,22058,20255.30764,22753.65712,21761.19798
P51660,22006,23017.39505,23411.69153,23116.65101
Q9D7A8,12870,13799.92389,13337.9014,13985.17801
P14152,257100,247026.8252,266419.238,260389.6597
Q9Z2I0,94773,85256.74984,99928.7144,90992.83162
F7CDH3,21002,19756.73016,22481.32209,20519.71438
Q8JZS0,19802,21000.78452,20846.00885,21166.99104
Q9R1T4,75225,69934.65136,80388.35006,73077.01384
D3Z5R4,52642,45998.15341,53960.12456,50719.86892
E9PUC5,56941,55256.08421,58406.09169,58519.37877
A0A1L1SS82,14793,21814.75607,16939.49963,19009.40215
P22892,11554,13596.19207,11628.44528,13618.9099
P01837,21127,20048.23073,18995.69428,23203.65056
Q9D023,17238,15804.42839,18553.96425,16528.17492
Q8BH80,63746,55706.87471,68012.09102,59694.74272
P13595,397130,343142.3696,411590.7499,377395.3574
P60487,42107,41843.87201,44364.54953,43199.62763
Q8BNW9,5015.6,4368.367071,5538.173949,4564.692503
J3QQ30,30094,32178.15899,33226.17701,31383.34845
Q9WTP7,57096,61963.78321,58373.51573,63292.17421
Q922B1,50808,46864.69064,51786.65645,50910.39794
Q9QUJ7,8469.5,6839.750353,8651.523677,7823.608728
S4R215,27553,30142.43367,28956.12006,30196.67456
Q61301,156520,152708.0712,165616.1849,158434.8845
Q8C3Q5,49572,49067.67038,52072.02187,50926.05786
Q9DC28,27331,26545.66702,26682.318,29104.83018
Q9R1T2,9591.7,12533.40965,10592.00851,11550.93054
Q80UG2,39632,35180.77419,40961.01315,38501.65181
B9EHX4,12843,11055.83625,12584.61488,12708.02459
Q32PJ2,12079,13158.14476,12817.07694,13150.85231
P31650,102240,106397.7095,109358.8035,107409.6471
A0A087WNP6,9319.8,6593.965989,9716.627292,7881.289431
D3Z0L4,54460,46240.27411,55238.40526,52268.46095
Q9CX86,52491,51530.29272,55526.37675,53523.86449
E0CXJ3,6548.8,6878.617096,6833.915367,7045.310734
Q6PHZ2,68959,57398.53378,68852.55081,66194.47927
O70310,31602,33157.79206,34567.00355,32947.6004
H6TMF5,24813,27976.0906,25663.34194,28167.84501
Q0VGU4,68578,84772.50845,76515.71983,79121.74272
P63321,103730,98522.4153,105570.8708,106565.7515
P49442,6275.1,6370.641505,6527.440727,6630.061872
Q61699,195980,175983.5159,209137.6685,188119.1317
Q8C0M9,75146,70044.56141,79895.80153,74067.93874
Q8K3H0,8369.2,7806.640235,8782.348736,8331.251115
A0A494BAJ6,19253,17302.07232,20473.33986,18547.43453
Q5XJY5,28693,29232.88816,30769.94956,29792.12665
Q8QZT1,127680,116544.4781,130720.8156,127637.043
P47915,48611,39174.17276,51028.28808,44265.37215
E9Q1R5,24397,24889.05174,26488.16527,25143.74057
E9Q8N5,66843,70809.15308,70975.20042,71743.3107
V9GXE4,9107,10468.21569,9905.567865,10175.46762
Q8BYI9,317280,301965.9224,355494.9453,305507.6274
A0A0U1RPY2,36773,41330.95843,37987.47944,41826.7747
Q9WTX5,98344,94414.32798,102224.6681,100614.9821
Q80Y24,38992,39115.23549,43150.11771,39284.64778
Q9CQ75,102880,88738.82773,104662.653,100066.8849
Q9WUM4,81447,69294.30584,86721.11684,76026.29866
G3X9K4,15714,12796.07875,16358.34449,14535.01518
A0A1B0GR44,26686,24087.82338,27142.29056,26703.64254
A0A0A6YY34,7455.9,7697.526632,8534.771433,7478.481505
P56375,40347,43647.03403,43004.17741,43956.52373
P05132,101840,99111.78805,109784.8971,102694.2714
A0A1D5RM55,11351,17850.02968,13357.44698,15282.34133
Q9JK48,27372,25444.9736,28619.93615,27401.37895
Q9CX34,21422,22338.81994,23191.47803,22551.15392
Q02566,3548.5,3167.161701,3576.970803,3554.453704
Q8BH95,82507,80280.53239,88375.97565,83657.02938
P61021,6667.3,6249.262578,6748.826957,6863.56867
D3Z4T6,12113,9300.142629,11742.07023,11445.66108
P47857,117650,105821.0799,119257.9865,118145.3918
P97379,39570,36931.37053,42191.08143,39255.93793
P10639,51194,48529.27042,52926.81508,52428.54013
P26638,37146,39194.88045,41294.59099,38800.93027
P17665,28642,25188.51681,27834.20397,29204.00967
Q8R361,24131,26118.77001,25435.31022,26585.32315
Q5SYD0,14198,15659.31526,13363.96217,16909.23296
G3UYU4,88929,88366.08929,88226.12623,96395.50381
Q9Z0P4,124920,124343.3131,133457.1963,129237.8348
Q9DB20,89715,104798.4386,88202.67154,108444.9418
P59017,6252.6,6356.783281,6498.773882,6683.653596
Q5SQX6,155800,152144.1848,169564.3913,157234.2906
Q8C878,27370,33051.06781,31233.83124,30943.13072
P70349,62280,51157.55428,63523.12362,59199.71527
A2BI12,57479,50276.68096,58873.88249,56567.97882
Q3UV17,41569,40617.33954,32818.32598,50308.36104
Q9Z1W9,20305,23573.31691,20413.40009,24178.91554
P62761,82393,81135.91932,85068.86411,86839.473
D3YYN7,354960,358561.635,390507.588,364258.425
Q7TSH8,6497.3,8349.8189,6354.527527,8415.72768
Q9CQ54,65874,63969.24344,66753.35589,69788.43077
O08547,61082,60050.71113,62656.60306,64708.52691
P14115,7060.6,8558.488709,7753.730197,8237.1176
Q61016,7639.4,6694.796515,7974.725515,7454.730627
Q9CYG7,22885,20647.16087,25005.30753,21992.61679
P21278,43838,36349.96228,45576.37528,41553.5961
F6YP92,14434,13915.88696,16611.13395,13931.23829
Q9Z0H4,37569,36555.44629,41044.40761,37975.30452
Q80VM5,143670,138410.207,151856.099,147699.1397
Q9JL56,17637,15453.67196,17710.89838,17712.23883
Q08642,12285,11706.21704,13508.59944,12195.59722
Q99JR1,67363,67784.23729,70181.65001,71946.01966
Q9D2M8,12556,17098.18121,14076.72419,15776.49879
P60041,12897,12606.20515,15172.57952,12367.85634
Q9D892,35611,41818.38562,37855.87256,41661.47555
D3Z637,11273,8517.869777,13141.1426,9212.382579
P08228,154580,147338.4076,161459.4923,159652.8782
E9PYF1,24300,23100.22581,25943.4952,24684.38294
Q99K85,53233,49722.352,51615.95841,56962.08679
Q78YZ6,18477,15981.55879,19020.45201,18170.72647
E9Q0X0,22430,19532.13135,21887.13656,22960.05181
A0A087WQU5,15789,17480.47704,18477.08498,16652.58428
P70168,97964,90922.69269,101421.9964,100240.884
Q9CQQ7,165760,148260.6963,176301.1,162715.2624
Q8VE47,14231,17004.20015,16475.61795,15990.51769
O88507,18166,16610.75402,18937.05755,18346.46556
O55135,17290,18514.26869,19086.90697,18602.24425
A0A0J9YTY0,58536,50181.107,59654.40251,57787.71254
Q8BG51,3881.6,3865.010889,4179.626078,4053.570134
O55131,340230,313976.3832,358830.7237,343778.7304
D3Z7E5,21521,23536.68022,22724.99027,24234.59525
P24288,62124,60829.6389,63562.21477,66508.54765
Q9D2N4,8744.6,11559.51101,9037.092749,11351.70157
Q14BB9,8015.8,7583.952911,8276.248608,8361.265961
P12961,25425,22611.20572,27401.59521,24778.34245
A0A1L1SQA8,43665,41827.94301,48733.6374,43482.37618
Q3TFP0,12712,11925.87785,13730.11597,12795.89413
Q9R0N7,25793,25696.65169,29498.18405,25895.4167
P62631,98261,97399.42129,101782.9381,105478.2571
A2AEG6,21804,25328.69195,24459.33443,24696.56288
A2AFG7,30587,29208.99467,35399.64511,29617.25755
O88441,7888.1,6504.922917,8370.588591,7442.46369
D3Z5I6,8312.1,8501.462914,9212.74233,8706.915181
Q6PER3,132280,133515.2274,142356.9488,140199.7783
P14094,220470,227864.2465,230833.2584,241632.5562
F7BHM8,11361,8861.776738,11745.32783,10587.8455
Z4YL78,25883,23703.93465,28543.05688,25348.18952
P15209,54701,54623.70318,59090.18687,57524.97389
Q9CZ30,58714,58634.62365,61013.47159,63379.17376
F6QH34,25519,34562.72926,28318.93427,32566.54236
B2RQS1,11691,12820.76869,13049.92991,12807.20408
P56812,28792,23289.78083,30266.97673,27142.99028
Q3UHD6,22202,20895.65316,23454.6918,22871.31227
D6RI64,35979,49728.7236,39440.36729,46998.02808
Q9DC70,69172,65077.90136,73632.09578,70928.99489
H3BLI9,16150,12547.90503,16779.2259,15025.69266
Q80WJ7,37604,35811.56232,40031.94674,38874.87989
Q60931,56397,58284.1858,58085.54424,62771.04689
Q9QZQ8,9998.8,9163.312578,10941.61372,9897.939051
P60766,43628,37108.18235,47295.08297,41517.92629
Q8BP67,47113,35266.79075,54357.55128,39374.25732
P16125,143500,151215.5245,151295.7925,159504.979
Q8CGY8,59837,52309.22048,63821.51942,58659.44805
B8JKK2,16511,15992.70908,18563.08552,16623.00443
Q8K0B2,5055.2,5303.080387,5496.997934,5493.673721
Q8CHP8,32620,34280.78608,34470.57871,36180.50376
G3UXK7,10980,9798.879403,11777.77349,10868.85405
P34152,12694,12981.17365,13611.53947,13708.51944
Q62426,20879,23691.19146,22623.35328,24002.30645
Q8BHZ0,8437.7,8129.998795,9302.782286,8607.996691
D3YVF0,136640,125545.9521,147373.6468,137433.1926
P40201,6599.8,6650.036045,7034.713589,7101.512445
E0CXB2,17290,17472.51255,19201.57435,18131.57667
Q9QYG0,86414,82421.38906,92350.24287,89705.23824
Q80UU9,6837.9,5990.57573,7868.267275,6360.102262
A2AGI3,23118,23061.99623,26050.34436,23835.26731
Q9D0R8,19597,17951.97524,21629.13495,19433.95996
A2AWI9,3981.8,3706.358117,4369.869689,4005.80738
A0A0G2JFG4,10289,11137.07411,11528.50223,11269.92199
Q8BKE0,30847,28207.061,31788.92562,32080.21487
Q8BZA9,7067.9,6268.855239,7658.999302,6968.49013
Q80U23,6354.2,6748.955092,7132.832383,6869.31064
E9PV24,19653,17786.31371,16698.43752,22700.79315
Q8C2Q8,112500,129971.0264,119938.1726,133118.0148
Q9JK42,20645,27748.306,23901.63398,25864.09687
F8WHM5,25025,25100.90735,28301.99477,25924.99655
A0A3B2WBC6,28533,28334.49295,29917.76243,30936.17076
Q3UPL0,30751,32267.36135,33825.57469,33486.12763
P61264,281870,280748.5036,295463.9647,306316.7232
Q7TQD2,263940,239810.9913,272308.9718,273839.7904
Q99PL6,49519,43164.38554,53530.12187,48559.67004
P27661,21940,47957.41956,25731.09994,40102.44357
P62082,10747,10269.42186,12203.34584,10785.33448
P61294,32134,35109.09372,33665.30096,37177.51863
D3YVB4,29138,29967.21474,33170.14635,30676.91209
Q3U556,12462,10013.44294,13593.29693,11580.51039
Q3UND0,12066,11779.80899,12796.61924,12902.03359
A0A286YE75,6106.4,6876.227747,6676.899235,7028.69382
Q3B7Z2,19672,23703.93465,21298.16319,23867.45714
Q8BGC9,25873,24807.81387,27544.92944,27306.54944
Q7TPM6,11766,10353.36765,12227.58235,11992.01827
Q921M7,182550,194477.0769,193110.2958,207285.133
Q8CGP1,166240,210421.999,199039.1207,196427.5889
Q3UZI5,37342,30046.85971,49355.18673,29094.39024
A0A087WSB5,33207,32014.09036,36045.95218,34790.25092
P62274,23610,17188.97647,26065.98082,20591.924
Q80T41,13543,13277.13434,14745.18291,14374.06601
P46096,117810,116311.9148,125263.6907,127645.7429
P48758,69752,70691.27853,73384.51848,77464.40125
Q9Z1Q9,22371,20123.097,24028.02871,22748.6429
Q8VBY2,7116.8,7021.978034,7777.315192,7580.966977
Q921I1,47741,46560.44687,46398.59253,54384.29006
P34884,27225,26276.46704,29242.78852,28980.42082
A0A2I3BQ74,15400,15642.27124,17184.47086,16514.25499
A0A1B0GRZ3,7576.8,7494.750549,7923.907016,8340.386068
Q91VA6,15432,21550.33478,19171.60447,19342.61043
Q80X80,34436,35491.38955,37213.47461,38167.57353
P43024,9328.7,13218.35635,9467.746952,13278.74165
A0A1L1SSY1,16544,12547.90503,17892.02073,15210.13171
Q9D823,29279,29616.77689,32888.69005,31339.84868
A0A494BBP6,6721.7,8229.714292,8380.100771,7643.171657
D3Z1R9,3069.3,3113.003124,3428.163814,3305.460985
D3YZU4,59013,58480.11241,62220.08518,65296.64389
Q6DG52,4275.7,4770.574147,4916.885224,4837.523099
Q9DBJ1,230570,270426.5161,260125.5624,273674.4913
Q9WV69,78513,69251.29756,86214.23489,78762.43457
Q91XV3,311790,275348.5749,331975.1016,320123.5522
A0A0N4SVQ1,54064,56668.9859,54103.45878,64142.15983
Q99KX1,41132,47216.72138,46272.1978,48269.09154
Q922D4,14220,11990.70886,15181.70078,14208.76686
D3Z0S6,17868,17491.62734,19532.54611,19260.83086
H7BX88,13173,11397.83173,14513.24207,13075.1627
A0A3Q4EC97,37330,48178.83257,45783.55839,45111.00779
Q64516,31108,33570.35298,34951.39989,35166.08898
Q9ESW4,10000,9570.776222,10322.27956,11055.90309
P43006,417390,398607.1236,461249.5446,440574.4322
F7APP3,9714.7,9767.499287,10870.07691,10510.4159
P03899,7662.4,8745.017219,9095.208263,8680.641317
F2Z3Z1,86472,75423.78239,89711.59005,90218.5356
Q60864,160930,153657.4392,178425.0527,169770.9261
A0A1D5RM94,29756,29132.5355,31220.80086,33080.70972
Q8R071,85083,81718.92047,96663.30009,88652.54366
Q9D898,43587,57559.41661,49220.97377,56694.12817
O54734,9195.7,10239.95322,11310.63421,10011.03847
Q9Z0H8,52230,48975.28222,56379.86693,55717.1232
Q6ZWN5,24529,25478.42448,27668.71809,27122.98039
P26039,9505.5,8546.701255,10537.80211,9697.840081
P26339,17288,21085.20818,20896.82735,20412.70493
D3Z7C0,3622.4,3426.326418,3476.636844,4180.589481
F7CZ64,47736,43473.408,54443.55181,48170.78204
A2AQE4,20585,16852.87471,21898.86391,20487.52454
Q9DBT5,11774,12934.18312,13754.8737,13233.50188
Q9DB41,10372,9754.756092,12016.62043,10567.8356
Q8C845,56779,60812.11701,62523.69314,65301.86386
Q6PDY2,13454,15257.42676,13977.69327,16638.66435
Q9D415,29393,25774.70376,33257.44993,29290.13923
Q9CZD3,12494,10409.597,13621.96378,12420.05607
Q8CIP4,10187,22596.86963,13021.65397,18867.59288
G3UWN9,14065,14389.29664,16003.91804,15438.94053
Q8BTG7,10126,7898.869105,10786.16124,9861.399239
E9Q704,4073.1,4273.270982,4364.396928,4728.773659
B1AXY0,26539,25034.00558,27150.10879,29757.32682
Q8CEF1,22635,22909.07789,23514.63156,26259.07483
S4R1E5,6281.6,6039.796318,6692.796304,6952.308213
Q9D0J8,74165,80313.98327,86040.93078,83828.4185
Q9CR86,20259,18628.95745,19411.36354,23285.43014
Q99L04,24810,23514.37963,28652.51211,25758.82741
A0A1D5RLG0,21589,18155.86635,23614.96552,21669.84845
Q91ZZ3,189720,156325.5455,207730.387,188049.532
Q9D2H5,17325,17316.40841,21717.74157,17524.31979
Q8C3W1,6321.7,5404.707363,7596.323154,5971.91026
Q8K1M6,16187,15093.51742,18070.53699,17125.86185
E9PWK7,5150.2,5636.474213,5786.533074,6027.502974
Q6A0A9,19107,16997.82855,21947.07633,19269.53081
Q8CGF6,20325,18319.93498,21887.13656,21720.3082
Q91ZJ5,57822,51758.07732,65110.22443,59658.20291
Q60634,70400,70017.48213,73354.54859,81671.6996
Q99L47,34174,30515.17211,37277.3235,36086.54425
Q00612,47952,51710.29034,46508.04776,60900.55652
Q91X97,17991,19301.16095,19854.39661,21187.87094
A0A0J9YVF0,36813,39414.70056,42953.35891,41767.615
Q61282,22790,22259.17498,25604.70521,24982.7914
Q9WVA3,20430,19673.89939,23556.32879,21814.26771
A2AKJ9,27927,23410.84118,31236.43732,27970.35602
A2AS47,25171,22800.76074,30350.37119,24977.57143
Q9CR95,15435,16637.83331,17465.92716,18011.51729
Q66JT0,6625.4,8052.265308,7693.920732,8261.564474
Q3UHG5,2895,2652.018063,3271.668898,3046.724317
P52196,11338,14251.67014,13844.78335,14059.99763
B2RWC4,15212,18496.7468,18228.20464,18650.96399
Q99LP6,35521,29685.27156,40809.86069,34999.04984
D3Z396,42813,40243.0082,47227.32497,46727.45947
Q8BVA5,13356,16156.77771,16274.95003,16161.90681
Q8CCT4,38025,33678.67014,43561.87786,38981.88934
E9PY16,24587,24100.56658,27716.93051,27193.45002
Q3UA72,18099,24392.06715,22025.25864,23739.5678
Q3UHK1,7881.8,6184.909446,9038.526092,7512.759328
P70451,12839,18944.35151,18110.93118,16389.84563
A2AST1,37025,39185.32306,43161.84506,42206.09275
F7BNZ5,66198,72529.48434,68698.79227,83027.15262
P54227,260730,247552.482,285717.2372,289821.6082
P42859,6539.1,5139.808208,7134.396029,6543.584317
Q9CZC8,3558.7,3674.500131,4054.664692,4111.772835
F6WMY5,13024,11989.91241,15667.73412,13446.65078
Q9JKC6,98619,86277.79829,115599.0546,100719.3815
Q923T9,59469,52017.71991,67028.297,62557.02799
Q6GT24,108350,97042.61184,120353.8418,116953.498
Q9EQH3,36991,30795.52238,41645.10832,37910.92485
A0A0R4J1N9,22506,20978.48393,25508.28037,24707.00282
Q8C8N2,17787,21975.6389,21549.64961,22569.42382
P29387,23038,22418.46491,25143.42961,26657.53278
P56376,32447,29801.55321,27323.4129,41712.80528
Q8CGP6,52233,81022.82347,56454.14012,83272.49136
P29595,51502,51869.58027,57486.14656,60397.6991
Q64523,35648,71492.50689,41547.38044,67049.68486
P28661,45610,48768.20531,48714.09182,57239.61536
P09690,6448,6219.475361,7616.259642,7112.996386
Q80TJ1,23651,22163.60102,29107.27252,24830.54219
E9Q9E0,12739,14884.36974,16002.615,15405.0107
E9Q0I8,8769.4,9140.534118,10226.63653,10317.27689
Q8CD54,36413,29779.25262,37892.35764,39887.55468
P41105,11512,10999.92548,13981.60239,12520.97555
F6RN94,32637,26450.09306,37305.99034,33572.25719
O08599,20586,18436.21663,23510.72245,22545.93395
Q9DCJ5,48955,36211.38004,54900.9183,48753.67904
Q8CCN5,4188.7,3887.948639,4719.344597,4765.40047
F6UK66,12746,13175.18878,14238.30096,15633.81953
A2AUE1,14382,12635.99237,17008.56067,15343.24102
E9PUL5,55993,63840.2186,64977.31451,71882.50999
P28658,13215,10317.68671,15868.40204,13115.18249
Q9DCB4,15356,14971.66063,18767.66255,17289.421
Q5U458,26513,28358.38644,32415.6871,31818.34622
Q99MD8,8438.6,7498.892088,9856.834228,9353.321854
D3Z1B6,3586.9,3276.116013,3605.767952,4453.855074
A0A286,18971,16395.71261,23553.72272,19869.82772
Q9ER00,10976,11279.16073,13228.44617,13221.32194
A0A0N4SV74,18483,20097.61061,22958.23415,22673.82329
F6QA74,30389,24610.29436,33841.21115,33546.15732
E9Q3T7,10023,10104.2382,11189.58194,12581.00524
Q9CY64,5244.1,4818.998286,6417.985499,5857.505849
F6V035,13390,13939.46187,16121.1915,16409.85553
Q8K310,36955,40854.68153,47318.53766,45416.37622
F6QK86,8528.8,11656.99645,10355.24643,12617.54505
Q8C115,5263.1,4712.751902,6409.255141,5864.291814
A0A1Y7VLV0,10080,15075.99553,11608.8997,16382.01567
D3YUW2,28049,26459.65046,34527.9124,32204.62423
P27046,6968.2,5438.795408,8154.153907,7404.531885
P06837,67122,57097.47581,79646.92119,74316.75746
P03911,2791,2164.909454,3383.990811,2887.863135
P56379,7345.6,17295.70072,11115.17844,15174.46189
P04264,129810,136753.5917,114271.2584,191520.8142
E9Q7F8,17840,19111.60594,22477.41297,22190.10578
F8WI64,5597,8203.272163,6173.665792,9352.451858
F6X7Q6,9652.5,10024.75253,11527.06889,12433.976
Q5DTT2,22482,25104.09315,30101.49084,28212.21478
A0A0N4SW58,11509,10298.25334,14496.30257,13030.79292
P62141,14254,18096.92908,19128.6042,19625.35898
G3UZJ8,12142,28578.20654,19642.00134,25118.5107
D3Z4A2,4499.3,2890.15651,5191.696029,4595.403345
Q5I012,12317,12062.07074,15511.36951,15124.00215
Q811P8,9444.9,6493.454042,11617.76037,9582.130676
Q8R404,20456,19124.34913,25650.31156,24529.52373
A0A0G2JDP9,10438,8547.656994,13397.84117,11515.26073
Q6V5K9,9071.4,8863.528928,12875.97428,10823.61429
A0A0R4J239,5998.3,5533.254337,8061.638178,7214.524863
O35136,11816,19911.24139,19265.42323,19543.5794
A0A0A0MQP0,9999.9,9544.971253,13623.26682,12661.91482
Q8VGY4,801.11,945.7521081,1106.761754,1164.750004
P02089,19394,19559.21064,20328.7026,29869.55625
E9Q9F6,34778,26982.12143,45971.19592,40999.40896
P62897,16721,14366.04031,22801.86954,20604.10394
E9Q9C5,12948,11108.40193,19300.60527,14911.72324
P35527,92380,99490.89808,70446.16681,174529.8016
P07724,259950,283504.2194,296428.2132,434910.7613
Q9Z0P5,8515.9,6916.20952,9677.275532,12252.14693
Q91VL9,12746,8147.202107,16710.16487,14963.05298
Q80XH4,4711.8,5811.533847,6987.413294,7703.114348
Q8K0E8,2276.8,2669.699246,2150.404326,4442.023135
A0A0R4J0X5,22431,30311.28099,28673.36072,43690.30511
P02088,102010,101736.8861,104069.7705,194783.2974
P52825,10574,9655.040595,14407.69596,18368.21545
Q91VB8,88498,89536.87029,95679.50607,199072.3753
Q8C7E9,3149.2,3841.435979,5844.38798,7827.871706
